"","HSBC","CLP","CK"
"14/11/2000",105.330441544217,26.2909817128627,87.0559791520548
"15/11/2000",104.402420032815,26.0718901985889,86.5776495962743
"16/11/2000",105.794452299919,26.1449207033468,87.0559791520548
"17/11/2000",105.330441544217,26.1449207033468,86.8168143741646
"20/11/2000",106.25846305562,26.2909817128627,87.7734734857256
"21/11/2000",105.330441544217,25.9988596938309,87.7734734857256
"22/11/2000",103.01038776571,26.2909817128627,86.338484818384
"23/11/2000",99.7623124758006,26.5100732271366,85.381825706823
"24/11/2000",99.2983017200992,26.5831037318946,85.6209904847133
"27/11/2000",101.154344742905,26.6561342366525,86.5776495962743
